date,portfolio,benchmark
2015-09-04,9884.360185308335,9029.545618083408
2015-09-08,10150.673514481587,9248.409532411784
2015-09-09,9979.929648348385,9114.326929406097
2015-09-10,10118.728289566814,9157.410045089578
2015-09-11,10202.390237252408,9214.99402387013
2015-09-14,10155.009136828794,9180.154166955534
2015-09-15,10277.314960357147,9308.50597191323
2015-09-16,10347.212970800158,9387.06801200505
2015-09-17,10384.367331928443,9350.501522864433
2015-09-18,10241.32925542531,9187.791762786908
2015-09-21,10289.921975323607,9258.228281480153
2015-09-22,10186.76316032052,9157.448925802566
2015-09-23,10198.51534534762,9129.085719486498
2015-09-24,10141.792124687401,9085.02730028429
2015-09-25,10019.69948667608,9148.589051782646
2015-09-28,9679.666525218468,8973.19486980492
2015-09-29,9715.931166050024,8999.685230509509
2015-09-30,9929.77799598858,9131.783274305839
2015-10-01,9948.583401208614,9124.667008597895
2015-10-02,10139.39544858508,9237.020221585017
2015-10-05,10405.337670744346,9407.524743192891
2015-10-06,10527.234784231776,9415.240648065914
2015-10-07,10589.876050047662,9483.709036020078
2015-10-08,10745.602506330666,9561.352177007786
2015-10-09,10715.462876294188,9580.272298609132
2015-10-12,10694.141811147318,9606.834944582935
2015-10-13,10651.892131812254,9578.814545679965
2015-10-14,10682.877553791217,9490.696612044194
2015-10-15,10784.043565649921,9612.381196148159
2015-10-16,10810.33017990839,9654.001082745715
2015-10-19,10766.075461611195,9662.17041339836
2015-10-20,10850.950897494957,9654.63960262378
2015-10-21,10819.915905442109,9627.442817697318
2015-10-22,11192.448708323715,9807.194377607952
2015-10-23,11221.278094739782,9895.535738439477
2015-10-26,11143.12972468707,9882.274677232583
2015-10-27,11083.806865465564,9858.935297126956
2015-10-28,11235.41412327392,9970.015851283353
2015-10-29,11235.115657036915,9956.715361747796
2015-10-30,11234.358188902374,9904.978823154199
2015-11-02,11391.437047879464,9997.627728892126
2015-11-03,11365.466638719601,10047.754277398664
2015-11-04,11357.77300421574,10019.396547239354
2015-11-05,11396.040394867647,10017.069180616902
2015-11-06,11335.890844690952,10043.368971066286
2015-11-09,11249.0390380503,9942.516782503812
2015-11-10,11297.156961386181,9958.066877235846
2015-11-11,11294.682420161787,9926.669880075453
2015-11-12,11144.447353895746,9784.15290043
2015-11-13,11068.69413931506,9670.414219782924
2015-11-16,11244.192675273665,9803.745494081315
2015-11-17,11314.706135985138,9807.384947863155
2015-11-18,11466.8353425111,9946.262473726769
2015-11-19,11523.718422888682,9943.789441334535
2015-11-20,11477.003396833066,9994.852412646813
2015-11-23,11496.109841784657,9977.395520131393
2015-11-24,11493.783077034765,9988.335786103946
2015-11-25,11478.708592592873,9989.009353385267
2015-11-27,11496.671656863062,9989.009353385267
2015-11-30,11406.205325283234,9936.594866584941
2015-12-01,11480.400051145692,10031.043237433782
2015-12-02,11405.32705477583,9942.067737649595
2015-12-03,11289.22016525945,9800.751131565652
2015-12-04,11480.50601917886,10008.20985421266
2015-12-07,11409.628562650263,9942.533210974087
2015-12-08,11291.598153723691,9851.404486352376
2015-12-09,11233.23020894354,9808.955509621554
2015-12-10,11315.662465840875,9855.189605903997
2015-12-11,11103.939448397243,9681.612960354487
2015-12-14,11257.326028326872,9739.53317516002
2015-12-15,11366.532228865397,9827.24149227024
2015-12-16,11589.34049059661,9952.95214682321
2015-12-17,11391.235193972378,9810.94006883091
2015-12-18,11252.719199618448,9604.979622673085
2015-12-21,11345.230898147753,9673.991245377712
2015-12-22,11465.28711634473,9766.881102013023
2015-12-23,11659.378282834468,9870.81198590525
2015-12-24,11590.138065834648,9842.527636246507
2015-12-28,11532.042154466166,9829.125290195238
2015-12-29,11677.804840523484,9937.189577208937
2015-12-30,11594.638317357048,9871.518410127122
2015-12-31,11500.813410014724,9771.232456173497
2016-01-04,11388.92690040357,9616.412742753922
2016-01-05,11448.660748757686,9621.863709191543
2016-01-06,11381.29042673542,9480.468246450273
2016-01-07,11289.95775694186,9260.420934646341
2016-01-08,11149.977257836876,9166.41010872252
2016-01-11,11151.37756656541,9195.636904959438
2016-01-12,11149.813854155196,9261.610355894332
2016-01-13,10990.367713838998,9057.03975832187
2016-01-14,11125.170903265724,9184.690615214451
2016-01-15,10951.723821820957,8965.451036532428
2016-01-19,11041.984201241017,8981.1183210191
2016-01-20,10912.394485623396,8841.332848364891
2016-01-21,11080.05517205998,8906.346876635658
2016-01-22,11267.122171328883,9024.57162489947
2016-01-25,11181.197931645893,8907.7712250086
2016-01-26,11358.211299841143,9065.911132270981
2016-01-27,11367.304838987266,8940.990687138292
2016-01-28,11525.37987617219,9011.186254934153
2016-01-29,11765.56234984975,9233.617337775155
2016-02-01,11850.586942937554,9224.016539745782
2016-02-02,11525.12374246691,9058.234108110944
2016-02-03,11734.321036098561,9160.920261571913
2016-02-04,11842.550747155325,9205.736033253854
2016-02-05,11807.555486555422,9087.07374006502
2016-02-08,11713.070548821195,8987.303640078064
2016-02-09,11641.124142562416,8980.198874299313
2016-02-10,11571.868816810425,8924.325099274509
2016-02-11,11398.000672583443,8781.578121045188
2016-02-12,11641.699101553855,8957.465704746875
2016-02-16,11803.893731310625,9082.27388866601
2016-02-17,12098.539844249764,9226.62428559428
2016-02-18,12027.955250355364,9203.969425083493
2016-02-19,12006.434645226704,9191.947070535418
2016-02-22,12325.80326477356,9320.175661966043
2016-02-23,12103.998776295433,9214.25912363311
2016-02-24,12153.219453675214,9244.097606579975
2016-02-25,12350.740118683625,9363.145968820296
2016-02-26,12311.576175502563,9331.004214340717
2016-02-29,12276.799434944824,9261.766973977632
2016-03-01,12486.6952971067,9457.236199017118
2016-03-02,12484.238289288978,9476.436699844511
2016-03-03,12648.352956557372,9501.435355448026
2016-03-04,12788.624218502253,9536.689757429256
2016-03-07,12875.188522052324,9574.361335003781
2016-03-08,12691.61459933232,9512.762238087744
2016-03-09,12665.569122503848,9533.095208132838
2016-03-10,12654.792623538015,9530.163273804224
2016-03-11,12847.182782734595,9652.509377644641
2016-03-14,12884.225354207021,9661.380751593753
2016-03-15,12886.804186512367,9673.940864735532
2016-03-16,13011.616727543527,9715.566227489848
2016-03-17,13183.665158847243,9802.89340408966
2016-03-18,13364.556566579413,9870.638939351673
2016-03-21,13397.400760129096,9882.733579168964
2016-03-22,13329.796816347647,9859.574912236374
2016-03-23,13199.634493245527,9814.72518838253
2016-03-24,13206.512087216546,9822.093904917052
2016-03-28,13183.640423008048,9833.11850370369
2016-03-29,13295.021775552614,9887.915118694054
2016-03-30,13321.981507315548,9934.766925458884
2016-03-31,13331.30425643543,9917.063605889321
2016-04-01,13398.171310709507,9977.434948460055
2016-04-04,13326.80148590164,9946.172664755926
2016-04-05,13212.312257748488,9871.210650117282
2016-04-06,13275.956100529456,9934.42521327714
2016-04-07,13005.49942957551,9836.80286197095
2016-04-08,13071.857183573502,9856.42940779417
2016-04-11,13147.300392546253,9844.905383511139
2016-04-12,13337.389553522986,9937.340719135476
2016-04-13,13682.380935265377,10042.218978146957
2016-04-14,13746.892504565383,10052.396963098698
2016-04-15,13609.351035855641,10036.152491689658
2016-04-18,13615.583207785126,10095.984980435334
2016-04-19,13767.845859033852,10123.708571641984
2016-04-20,13906.442249880009,10147.636090983497
2016-04-21,13851.16720238491,10083.84981705803
2016-04-22,13905.323729642305,10095.754981851467
2016-04-25,13829.836136816964,10080.889406714274
2016-04-26,13913.9686383008,10088.224171076889
2016-04-27,13863.550531053741,10116.952089433087
2016-04-28,13658.614186891244,9998.74924579631
2016-04-29,13593.036102819813,9966.71920491461
2016-05-02,13646.171695919082,10032.619275348938
2016-05-03,13486.43290936966,9953.972902443033
2016-05-04,13290.628037139599,9898.093103645795
2016-05-05,13257.848763670456,9903.392928156876
2016-05-06,13302.708573276921,9948.208699838815
2016-05-09,13240.542034863303,9928.738772098894
2016-05-10,13463.618367404022,10053.473575517462
2016-05-11,13348.579609681929,9931.65975411399
2016-05-12,13287.319712050266,9936.920150296408
2016-05-13,13162.378198631935,9833.079075375026
2016-05-16,13366.287603069833,9931.430850761475
2016-05-17,13278.643234424308,9830.084712859363
2016-05-18,13473.178428708608,9828.199819703015
2016-05-19,13373.912255228981,9777.048134651248
2016-05-20,13431.471869518686,9813.799717890308
2016-05-23,13481.086597347086,9809.308174116813
2016-05-24,13656.487440210836,9928.817628756218
2016-05-25,13881.422757293602,10010.384983677219
2016-05-26,13857.564383403953,9997.363778136356
2016-05-27,13888.848828450326,10022.559575383186
2016-05-31,13816.847494299645,9974.322300958404
2016-06-01,13792.263544527152,9975.707768618358
2016-06-02,13788.99836103802,10003.12359981517
2016-06-03,13719.953746913465,9985.45970857427
2016-06-06,13884.880046840442,10048.976555587207
2016-06-07,13858.925349204841,10059.04173170972
2016-06-08,13855.957002197894,10096.48440593173
2016-06-09,13835.777438245419,10085.346998315863
2016-06-10,13687.5042746987,10018.140316878906
2016-06-13,13579.230798369224,9943.638299407994
2016-06-14,13549.03472808243,9911.304879441861
2016-06-15,13467.056140806259,9891.874380030604
2016-06-16,13483.334069689074,9943.985487746497
2016-06-17,13373.378306733639,9911.495449697064
2016-06-20,13520.732003764657,9984.230858997616
2016-06-21,13518.53659370734,9998.172058873943
2016-06-22,13514.483199814906,9970.750751520372
2016-06-23,13750.243953714078,10099.859908957798
2016-06-24,13108.889148447128,9757.617635239989
2016-06-27,12842.354365094194,9611.534582313263
2016-06-28,13069.382001107206,9762.64803283854
2016-06-29,13306.444257593714,9922.441191826376
2016-06-30,13567.205554023401,10054.393569852924
2016-07-01,13598.484427296064,10065.260455324911
2016-07-05,13338.808903451332,10004.277973659906
2016-07-06,13429.085698639872,10048.017132923082
2016-07-07,13498.764001931824,10035.2664495261
2016-07-08,13761.051510542587,10175.937964343866
2016-07-11,13867.57967580471,10220.904877952345
2016-07-12,14078.40942385858,10288.610984885698
2016-07-13,14099.776701639516,10302.321090946807
2016-07-14,14316.364655629295,10377.625912998545
2016-07-15,14307.737643446191,10383.31235417679
2016-07-18,14381.878197910024,10392.56486863631
2016-07-19,14304.834156875284,10407.121588532314
2016-07-20,14481.085561301961,10427.319845121143
2016-07-21,14371.109576979365,10383.693494687197
2016-07-22,14450.318706070024,10413.760880986576
2016-07-25,14417.961547604094,10370.140006709387
2016-07-26,14425.802505374977,10359.311454334713
2016-07-27,14588.991447652501,10358.425412171153
2016-07-28,14619.745098420062,10349.554038222042
2016-07-29,14588.977410042045,10336.034502416136
2016-08-01,14601.935020348916,10320.484407684098
2016-08-02,14406.740382259197,10269.601054313509
2016-08-03,14498.12442586574,10292.721388148786
2016-08-04,14503.406046346148,10291.067588807657
2016-08-05,14761.401222114495,10398.440784838405
2016-08-08,14830.652233788296,10390.455453052853
2016-08-09,14832.41762711667,10392.56486863631
2016-08-10,14740.301148257258,10371.597759638556
2016-08-11,14902.891188584526,10437.688400328087
2016-08-12,14881.482446882035,10416.91295681689
2016-08-15,15022.46096331463,10450.322989201786
2016-08-16,15019.828949696332,10403.20175552443
2016-08-17,15025.819980071741,10415.493536985032
2016-08-18,15051.465694876246,10428.817026378976
2016-08-19,15134.36952547542,10403.510610765621
2016-08-22,15103.204968545113,10390.52883355342
2016-08-23,15155.59584074634,10400.55567657862
2016-08-24,15107.717576363333,10363.646380024908
2016-08-25,15040.37100523863,10345.101922777209
2016-08-26,14985.511492791638,10315.376248659573
2016-08-29,15027.295746181779,10375.708162901645
2016-08-30,14980.455202698804,10348.405140534063
2016-08-31,14941.832744070674,10318.449467832563
2016-09-01,14974.80066273301,10328.778594710844
2016-09-02,15004.560184697115,10369.523391458357
2016-09-06,15087.39707969612,10395.40699399408
2016-09-07,15107.539762825589,10388.689940113845
2016-09-08,15066.45096748301,10362.765814018107
2016-09-09,14765.617850387296,10141.568509294844
2016-09-12,14953.399232524778,10275.938062914689
2016-09-13,14798.14955502764,10131.082764333265
2016-09-14,14854.550545722306,10113.14944617984
2016-09-15,15020.231558264504,10212.802356412158
2016-09-16,14905.05967126733,10163.074472117654
2016-09-19,14896.216371540972,10161.038437034766
2016-09-20,14888.463668253093,10166.52883180105
2016-09-21,15037.462027367628,10258.346456943005
2016-09-22,15147.4564069447,10313.727925475203
2016-09-23,14839.159864106516,10240.261996863039
2016-09-26,14723.588740641362,10146.828905477263
2016-09-27,14805.898491720507,10221.67373036127
2016-09-28,14919.96534733747,10283.883966371579
2016-09-29,14707.149458084474,10174.09249951618
2016-09-30,14825.056680927666,10266.450073714546
2016-10-03,14778.875166512953,10236.00045167341
2016-10-04,14761.945708165847,10188.111460818482
2016-10-05,14849.395579567665,10251.241691164254
2016-10-06,14885.6436562072,10244.215782042827
2016-10-07,14920.105550644234,10228.509069227493
2016-10-10,15047.815574419847,10278.163573021428
2016-10-11,14906.308375865905,10165.79940772079
2016-10-12,14945.987607299816,10174.51306835525
2016-10-13,14909.993371488312,10149.133272241328
2016-10-14,14949.147234924321,10171.250374158411
2016-10-17,14841.872883803706,10142.101886963144
2016-10-18,14954.69219353963,10184.461054723124
2016-10-19,15026.32656138917,10207.272533317211
2016-10-20,15035.347621223378,10184.691053306991
2016-10-21,15017.409981430526,10175.360777421498
2016-10-24,15048.40704839066,10218.717700942916
2016-10-25,15062.937904383061,10188.571457986212
2016-10-26,15045.20116530214,10205.428163720877
2016-10-27,15060.80386821642,10188.80145657008
2016-10-28,14915.893753858807,10184.040485884056
2016-10-31,14785.54463333896,10173.515312593812
2016-11-01,14714.904009022275,10114.456057182466
2016-11-02,14601.671514685668,10071.020277003723
2016-11-03,14581.196016269318,10054.77471036333
2016-11-04,14547.010964750769,10031.00380910512
2016-11-07,14921.419427983456,10239.224812772938
2016-11-08,14957.278796724533,10280.23903643298
2016-11-09,15399.097385411158,10424.325482605482
2016-11-10,15623.237139439749,10546.678157834009
2016-11-11,15737.098392077938,10568.984734774942
2016-11-14,15884.407253643572,10580.777090739151
2016-11-15,15955.62678799356,10611.26614110895
2016-11-16,15827.840279987724,10580.469330729311
2016-11-17,15914.752008708127,10600.477017062936
2016-11-18,15808.962114541388,10580.351045743324
2016-11-21,15849.440261865342,10630.123834523249
2016-11-22,15873.617883711613,10667.795412097772
2016-11-23,15935.37903537612,10701.054302556127
2016-11-25,15985.786607666743,10739.72473112344
2016-11-28,15926.86550144791,10709.30906125421
2016-11-29,15956.85053077604,10722.59859847625
2016-11-30,15986.698270849563,10723.709163066915
2016-12-01,16022.28358031513,10762.036784221134
2016-12-02,16078.359745474794,10749.975001344395
2016-12-05,16213.687586479933,10775.669128856269
2016-12-06,16296.190276229723,10795.59795853257
2016-12-07,16433.249404343707,10962.614168285145
2016-12-08,16458.277271324238,10999.170800343596
2016-12-09,16572.553219173893,11078.820405167695
2016-12-12,16605.772891158158,11101.015268510751
2016-12-13,16894.300077120024,11165.379824589938
2016-12-14,16817.875437612285,11098.828091501322
2016-12-15,16857.37200997473,11132.311504386786
2016-12-16,16805.56104494968,11127.359963445559
2016-12-19,16868.188857002115,11149.594255117277
2016-12-20,16925.72027603178,11200.936510424248
2016-12-21,16885.602604830412,11182.623146991766
2016-12-22,16896.446622939016,11169.680798108227
2016-12-23,16934.220949424776,11178.052746560947
2016-12-27,16980.02310725952,11184.349231602113
2016-12-28,16859.853473637562,11121.90352085118
2016-12-29,16886.34552454683,11114.108759320829
2016-12-30,16732.161429692303,11082.044766267225
2017-01-03,17048.857694922808,11148.864831037017
2017-01-04,17149.12239258172,11182.734860589644
2017-01-05,17129.347043956033,11158.694532418902
2017-01-06,17303.812243651748,11194.870023966947
2017-01-09,17369.895888920222,11152.01690686733
2017-01-10,17354.060949024846,11134.155873983118
2017-01-11,17549.623290349336,11189.530771127205
2017-01-12,17471.50041559775,11154.04637056211
2017-01-13,17539.42753297888,11151.091436375109
2017-01-17,17388.794184044717,11118.028592328716
2017-01-18,17447.566151635758,11105.664525598897
2017-01-19,17336.33178465526,11065.110299106587
2017-01-20,17570.47850834467,11118.298019241243
2017-01-23,17499.538260238143,11102.933018607653
2017-01-24,17587.25626652743,11166.220962268075
2017-01-25,17774.828141120408,11253.586471965198
2017-01-26,17729.357150862998,11271.755264859252
2017-01-27,18014.25442125954,11267.756575194038
2017-01-30,17842.891371293324,11198.980427230037
2017-01-31,17876.84793981846,11138.956272997804
2017-02-01,17847.21266005373,11154.012418390204
2017-02-02,17891.134392555206,11150.631439207376
2017-02-03,18053.976876487275,11255.24136653768
2017-02-06,17995.59163491432,11244.563956089545
2017-02-07,18049.59401097901,11265.799396768476
2017-02-08,18246.576755299815,11245.640568508308
2017-02-09,18443.913140257777,11311.84401802707
2017-02-10,18452.249205555647,11366.220064178367
2017-02-13,18431.309778455496,11446.291333072886
2017-02-14,18491.999655223983,11498.021300278377
2017-02-15,18610.468386223656,11558.274357863122
2017-02-16,18593.253807202207,11562.710044837677
2017-02-17,18760.85290234615,11565.110791960695
2017-02-21,18960.300627375345,11631.8125717445
2017-02-22,19034.673412203727,11650.093078236428
2017-02-23,19034.16165910714,11669.563005976348
2017-02-24,19144.44256782985,11675.977776003503
2017-02-27,19073.823966784305,11684.77029329529
2017-02-28,18972.14938834698,11670.639618395111
2017-03-01,19162.690620060606,11840.723571163915
2017-03-02,19097.889479452795,11777.593340818144
2017-03-03,19021.740593158,11779.129950404638
2017-03-06,18964.947212477473,11750.323175391115
2017-03-07,18961.922577978214,11733.73589656898
2017-03-08,18939.804458077262,11695.027134904354
2017-03-09,18901.872710567462,11696.406031176199
2017-03-10,18899.051785853524,11721.522971765704
2017-03-13,18922.972501360553,11709.466665045724
2017-03-14,18951.115783005655,11684.730864966627
2017-03-15,19032.221636064467,11747.945428126483
2017-03-16,19038.58974266987,11739.226291335262
2017-03-17,19071.84588180264,11728.049455390734
2017-03-20,19173.49241325657,11723.13734277817
2017-03-21,19034.985290362718,11589.761163994357
2017-03-22,18834.743747458346,11585.999044301123
2017-03-23,18900.73394836784,11583.35187012396
2017-03-24,18934.19066908898,11549.785219655765
2017-03-27,18940.865482556303,11524.135996629317
2017-03-28,19101.612784947993,11608.54109598268
2017-03-29,19100.962802401762,11584.888479710457
2017-03-30,19091.364375321555,11623.676098032405
2017-03-31,19034.081366687104,11587.075656719886
2017-04-03,19016.798588868995,11579.78032068593
2017-04-04,19096.904457396548,11601.666328787795
2017-04-05,18964.500613214783,11578.624851609842
2017-04-06,19059.586862764707,11586.923419561992
2017-04-07,19090.10024390916,11583.082443211431
2017-04-10,19087.92496015207,11584.159055630196
2017-04-11,19110.227386905135,11580.391459780201
2017-04-12,18992.493913880473,11547.05918882128
2017-04-13,18818.08140891306,11469.33281025084
2017-04-17,19070.801707954146,11572.327271337324
2017-04-18,18996.574494155087,11508.602330367557
2017-04-19,18923.129691179973,11441.990359554595
2017-04-20,19126.37113047671,11539.686091361353
2017-04-21,19015.164109822737,11522.329960130293
2017-04-24,19321.948871494144,11643.527166282733
2017-04-25,19736.888602441977,11773.751269236232
2017-04-26,19693.664685309934,11761.958913272023
2017-04-27,19585.561856282748,11765.458177440842
2017-04-28,19585.92636031273,11742.567842189428
2017-05-01,19479.90643961177,11727.399983199151
2017-05-02,19497.971653538938,11747.828238371847
2017-05-03,19511.123469944458,11752.319782145341
2017-05-04,19478.749180108796,11748.714280535407
2017-05-05,19442.66305247949,11779.818850924883
2017-05-08,19391.65438355764,11782.813213440548
2017-05-09,19399.13426457803,11762.345529939188
2017-05-10,19344.780318156205,11744.025595118597
2017-05-11,19336.003677480367,11730.741534053317
2017-05-12,19288.687788779618,11717.95032709632
2017-05-15,19406.128226909717,11765.799889622584
2017-05-16,19347.42190857271,11764.57213527728
2017-05-17,18879.98022534948,11555.509993931324
2017-05-18,18929.17729566589,11586.962847890656
2017-05-19,19000.119495648007,11666.48978680336
2017-05-22,18961.868632778736,11716.952571334881
2017-05-23,19129.80354459421,11741.11008926026
2017-05-24,19209.010343335398,11782.892070097872
2017-05-25,19311.52258959282,11822.441969440635
2017-05-26,19383.83096456462,11820.944788182804
2017-05-30,19331.84589734728,11792.453439798583
2017-05-31,19285.252316481652,11780.77827358901
2017-06-01,19344.226803084708,11856.777472317754
2017-06-02,19422.53349049546,11891.605829303156
2017-06-05,19344.500402113208,11879.12895374411
2017-06-06,19280.122617822202,11852.319880716163
2017-06-07,19349.2236702577,11873.325322811226
2017-06-08,19445.812802655695,11878.282339909212
2017-06-09,19383.70676208703,11928.437364430894
2017-06-12,19317.420823529414,11908.081394527415
2017-06-13,19451.684804511242,11960.120216974094
2017-06-14,19432.81168484253,11985.965486412504
2017-06-15,19281.305536528034,11977.74467988633
2017-06-16,19121.842339437728,11991.415357618773
2017-06-19,19409.738546401844,12072.563238932056
2017-06-20,19290.264861625656,12037.880547716437
2017-06-21,19209.388609061913,12005.854887760144
2017-06-22,19155.175214902763,11998.71069365273
2017-06-23,19197.464420920784,11997.292369052224
2017-06-26,19299.341110722868,12005.586556078966
2017-06-27,19149.411403208265,11950.132802277556
2017-06-28,19416.468540879207,12030.85354336366
2017-06-29,19258.63740407733,11936.881598152826
2017-06-30,19705.9291952388,11971.985953438869
2017-07-03,19749.35024747872,12044.681934410757
2017-07-05,19751.632662819004,12044.065319159725
2017-07-06,19609.066482095317,11955.392103228622
2017-07-07,19695.40369222505,12008.272063353437
2017-07-10,19831.216664076514,12005.008273925247
2017-07-11,19888.096070874362,12005.317129166437
2017-07-12,19937.235677851368,12074.329847102419
2017-07-13,19962.38064635909,12086.077298581204
2017-07-14,20010.579452018956,12133.545720597063
2017-07-17,20030.38795689009,12129.04870066681
2017-07-18,19867.13676779653,12098.212461958508
2017-07-19,19998.52169600781,12135.233472110098
2017-07-20,20041.38684889928,12118.987905469707
2017-07-21,20069.044109663395,12101.206824474171
2017-07-24,20029.47501431282,12063.691864982946
2017-07-25,20392.844403150815,12119.913375961929
2017-07-26,20655.73617875544,12174.632229526322
2017-07-27,20798.324111104797,12222.600077038573
2017-07-28,20859.236403132152,12241.531150953437
2017-07-31,20923.803077061053,12275.63008385858
2017-08-01,20939.777232671175,12316.453737263417
2017-08-02,20819.071126949813,12345.792794713889
2017-08-03,20904.894894224664,12351.321522577484
2017-08-04,20882.444035182372,12388.730244627588
2017-08-07,20985.708655660826,12403.090918111633
2017-08-08,20943.908492870127,12384.540984707175
2017-08-09,20927.12190496816,12363.994444548493
2017-08-10,20636.193732409898,12249.213103654558
2017-08-11,20669.915816507902,12257.237863768773
2017-08-14,20903.727980655924,12333.15930107154
2017-08-15,20876.03064849576,12336.1197114153
2017-08-16,20945.827398697485,12350.631526825884
2017-08-17,20669.731602395015,12196.905949526701
2017-08-18,20500.444767529305,12154.164546024962
2017-08-21,20460.14159015286,12170.561254591894
2017-08-22,20720.819761764607,12280.548767859254
2017-08-23,20618.121658371878,12231.313737673036
2017-08-24,20611.5489387437,12215.225884347294
2017-08-25,20599.61330582698,12232.199779836594
2017-08-28,20548.51200766652,12229.244845649593
2017-08-29,20618.01341796076,12261.19055371721
2017-08-30,20697.740157627584,12276.364984095599
2017-08-31,20715.929101271362,12307.582363314306
2017-09-01,20834.99553220159,12329.710417544906
2017-09-05,20676.90809391022,12198.352750142352
2017-09-06,20549.861113262472,12228.818800653764
2017-09-07,20601.011070038014,12215.999117681624
2017-09-08,20551.013069884728,12223.294453715578
2017-09-11,20812.26604306425,12368.856176518875
2017-09-12,20860.25758149759,12403.337345165775
2017-09-13,20762.478024618275,12425.38654273905
2017-09-14,20817.703337665596,12450.789338711356
2017-09-15,20936.74112126929,12487.159781440012
2017-09-18,21082.475823319706,12522.493040078569
2017-09-19,21075.119074054397,12544.615618152407
2017-09-20,21075.32980086183,12568.049188154284
2017-09-21,20971.269501934934,12538.127467624687
2017-09-22,20935.027473492533,12532.72140567249
2017-09-25,20752.47316613816,12502.720828485564
2017-09-26,20845.126247490953,12496.120964359967
2017-09-27,20857.86648456242,12527.742483947468
2017-09-28,20811.707693011864,12550.446629869082
2017-09-29,20788.39480086284,12563.843499763594
2017-10-02,20835.797934934384,12649.364639864385
2017-10-03,20825.566683215176,12696.507778168776
2017-10-04,20908.160022205953,12707.70651874034
2017-10-05,20970.271619178726,12771.492792665806
2017-10-06,20983.347909968437,12770.527893844921
2017-10-09,20998.527682810673,12763.462556394832
2017-10-10,21084.99930260353,12802.496601770923
2017-10-11,21125.544883191924,12826.166741744775
2017-10-12,21206.669750500732,12808.289280390289
2017-10-13,21252.396237675064,12825.51069816508
2017-10-16,21237.703389832728,12873.309880049166
2017-10-17,21306.403698931055,12896.008549814023
2017-10-18,21359.942096374994,12985.819711119588
2017-10-19,21334.667325589882,12988.86993043419
2017-10-20,21467.14707790438,13081.726930128949
2017-10-23,21304.485694266623,13051.070309362334
2017-10-24,21554.52527724104,13145.16492048456
2017-10-25,21286.035119920492,13082.192403453439
2017-10-26,21326.08530308749,13122.229680747729
2017-10-27,21288.191886614804,13140.919803765208
2017-10-30,21323.066042833452,13093.003432126487
2017-10-31,21308.82215033103,13108.985048011107
2017-11-01,21336.5884925042,13141.37980093294
2017-11-02,21490.358327736005,13186.941425165414
2017-11-03,21452.13398894033,13199.799441234869
2017-11-06,21583.874295903002,13204.975504603202
2017-11-07,21661.109442648492,13209.916093230911
2017-11-08,21572.626906781876,13213.352929212679
2017-11-09,21442.91746117971,13156.480850810762
2017-11-10,21360.599903766477,13134.202749884973
2017-11-13,21439.18946008037,13144.009451408474
2017-11-14,21456.747807866253,13127.05855577756
2017-11-15,21259.64137072124,13049.566556716392
2017-11-16,21398.802592240238,13154.47329174302
2017-11-17,21207.955162398142,13098.33063742136
2017-11-20,21284.509712328683,13138.755626614166
2017-11-21,21483.605186139954,13228.757358174931
2017-11-22,21379.85107950141,13192.504105200915
2017-11-24,21415.697645981403,13210.342138226739
2017-11-27,21409.785392032598,13223.121297638867
2017-11-28,21656.071027881488,13366.63712827711
2017-11-29,21634.913244550764,13424.938483593052
2017-11-30,22103.443829565073,13610.925195589152
2017-12-01,21986.7808389325,13588.068812509644
2017-12-04,21951.367757795746,13620.851277329994
2017-12-05,21693.04395273404,13559.498607468096
2017-12-06,21753.175378539396,13537.219411310958
